Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
"""crown:royalty""::""student:essay""","essay""","[('""students', 0.9266232252120972), ('student""', 0.9244310259819031), ('students""', 0.9209016561508179), ('""education', 0.9111191034317017), ('education""', 0.9109039306640625), ('""class', 0.9072813987731934), ('solid""', 0.906480073928833), ('""university', 0.9043059349060059), ('cool""', 0.9036443829536438), ('solemnly""', 0.9023895263671875)]",807,0.864857197
"""laugh:happiness""::""orator:audience""","audience""","[('""happiness', 0.855073094367981), ('satiation""', 0.8550583720207214), ('happy""', 0.854335367679596), ('""satiation', 0.8540231585502625), ('dream""', 0.850939154624939), ('best""', 0.8492727875709534), ('love""', 0.8488879203796387), ('""goad', 0.8484192490577698), ('inspire""', 0.8483237624168396), ('elaborateness""', 0.8475506901741028)]",811,0.811444044
"""crown:royalty""::""crying:sadness""","sadness""","[('tears""', 0.9380236268043518), ('""hyperventilating', 0.9379966259002686), ('hyperventilating""', 0.9370071291923523), ('screaming""', 0.9355490207672119), ('""dead', 0.9319822788238525), ('""deceased', 0.9307174682617188), ('dead""', 0.9302973747253418), ('""tears', 0.9294235706329346), ('yelling""', 0.9252969622612), ('hyperventilate""', 0.9227656126022339)]",811,0.855111122
"""laugh:happiness""::""church:preacher""","preacher""","[('""happiness', 0.8831673264503479), ('happy""', 0.8690166473388672), ('holiness""', 0.8685988187789917), ('""grace', 0.8672633171081543), ('worship""', 0.8654296398162842), ('life""', 0.8628513813018799), ('loving""', 0.8612990975379944), ('heaven""', 0.8609700202941895), ('home""', 0.8603794574737549), ('contentedness""', 0.8593592047691345)]",812,0.817183971
"""crown:royalty""::""discrimination:separate""","separate""","[('violation""', 0.8661025762557983), ('disgusting""', 0.8660431504249573), ('sigh""', 0.8631951212882996), ('hyperventilating""', 0.863095760345459), ('hindering""', 0.8623252511024475), ('hyperventilate""', 0.8623005151748657), ('tears""', 0.8622288107872009), ('""hilarity', 0.86163729429245), ('dismayed""', 0.8603609204292297), ('detest""', 0.8597689867019653)]",812,0.815648913
"""crown:royalty""::""mansion:rooms""","rooms""","[('money""', 0.8530067801475525), ('millionaire""', 0.8529847860336304), ('""wealthy', 0.8515627980232239), ('rich""', 0.8499614000320435), ('magnanimous""', 0.8481032848358154), ('house""', 0.8476924896240234), ('nicely""', 0.8469690084457397), ('wealthy""', 0.8460481762886047), ('solid""', 0.8459489941596985), ('""money', 0.8457337021827698)]",813,0.80908525
"""laugh:happiness""::""studio:art""","art""","[('""happiness', 0.8901064991950989), ('happy""', 0.8886730670928955), ('working""', 0.8872691988945007), ('home""', 0.8850882649421692), ('work""', 0.8831455707550049), ('love""', 0.8827787041664124), ('loving""', 0.8810899257659912), ('holidays""', 0.8810271620750427), ('life""', 0.8799423575401306), ('""working', 0.8797488808631897)]",815,0.833190024
"""laugh:happiness""::""frown:anger""","anger""","[('frown""', 0.9132899641990662), ('""frowning', 0.8890296220779419), ('unhappiness""', 0.8702760934829712), ('""happiness', 0.8643390536308289), ('depressed""', 0.8627350926399231), ('sadness""', 0.8609148859977722), ('""sadness', 0.8550155162811279), ('emotional""', 0.8549216389656067), ('sweetness""', 0.8522654175758362), ('""depressed', 0.8509461283683777)]",817,0.797771573
"""laugh:happiness""::""sprint:slowly""","slowly""","[('sprint""', 0.9128004312515259), ('""happiness', 0.8834647536277771), ('happy""', 0.8701344132423401), ('nicely""', 0.8677930235862732), ('sport""', 0.8662775754928589), ('splurge""', 0.8660051822662354), ('sweet""', 0.8646188378334045), ('excellent""', 0.863951563835144), ('speed""', 0.8637651801109314), ('beautiful""', 0.8635496497154236)]",817,0.821619987
"""crown:royalty""::""ignorant:bliss""","bliss""","[('ignorant""', 0.9238150119781494), ('ignorance""', 0.8893752694129944), ('""ignorance', 0.888170063495636), ('intelligent""', 0.8799599409103394), ('arrogance""', 0.8783227801322937), ('""intransigent', 0.8774036169052124), ('""uninformed', 0.8766433596611023), ('educated""', 0.8761565685272217), ('uninformed""', 0.8761106133460999), ('magnanimous""', 0.8756774663925171)]",818,0.827102482
"""laugh:happiness""::""script:movie""","movie""","[('script""', 0.9194765686988831), ('""happiness', 0.8879453539848328), ('hope""', 0.8810548186302185), ('beautiful""', 0.8804031014442444), ('happy""', 0.8801699876785278), ('notes""', 0.8795333504676819), ('excellent""', 0.8787679672241211), ('postscript""', 0.8784399032592773), ('nicely""', 0.8783255219459534), ('solid""', 0.8773279786109924)]",820,0.837478757
"""laugh:happiness""::""arsenal:weapons""","weapons""","[('happy""', 0.8660082817077637), ('""happiness', 0.8623733520507812), ('honestly""', 0.8600452542304993), ('agree""', 0.8588882088661194), ('morning""', 0.8585704565048218), ('life""', 0.8574313521385193), ('sweet""', 0.857265293598175), ('love""', 0.8561963438987732), ('loving""', 0.8536276817321777), ('football""', 0.8535805344581604)]",824,0.804268062
"""crown:royalty""::""mother:children""","children""","[('mother""', 0.9306565523147583), ('beautiful""', 0.8911116719245911), ('nanny""', 0.8899738788604736), ('nicely""', 0.8896589875221252), ('""beautiful', 0.8874952793121338), ('tears""', 0.8860637545585632), ('beauty""', 0.8841076493263245), ('excellent""', 0.8837584853172302), ('solemnly""', 0.8837245106697083), ('liked""', 0.883572518825531)]",824,0.846840322
"""crown:royalty""::""verbose:silent""","silent""","[('""perplexing', 0.8858979940414429), ('boorish""', 0.8771599531173706), ('""dubious', 0.8755106329917908), ('""perplexed', 0.8729200959205627), ('nicely""', 0.8724857568740845), ('excellent""', 0.8723770380020142), ('""hilarity', 0.8719028830528259), ('detest""', 0.8707300424575806), ('questionable""', 0.8706978559494019), ('hyperventilate""', 0.8703134059906006)]",825,0.834724128
"""laugh:happiness""::""image:photograph""","photograph""","[('""photo', 0.9286941289901733), ('picture""', 0.9266777038574219), ('liked""', 0.9254834651947021), ('good""', 0.9251301884651184), ('happy""', 0.9226104021072388), ('""picture', 0.9211434125900269), ('""happiness', 0.9209539890289307), ('excellent""', 0.9204981327056885), ('best""', 0.9183030724525452), ('beautiful""', 0.9169634580612183)]",826,0.872766972
"""laugh:happiness""::""silverware:spoon""","spoon""","[('""happiness', 0.8610906004905701), ('""sweetness', 0.8594300746917725), ('sweetness""', 0.8555119037628174), ('trophy""', 0.852112889289856), ('champion""', 0.8514143824577332), ('nicely""', 0.8509294390678406), ('heaven""', 0.8493909239768982), ('beautiful""', 0.8493710160255432), ('happy""', 0.849067211151123), ('championship""', 0.8482522368431091)]",828,0.802669168
"""laugh:happiness""::""hairdresser:comb""","comb""","[('""happiness', 0.8051517009735107), ('""barber', 0.8027315139770508), ('""hair', 0.7941137552261353), ('hair""', 0.7917218208312988), ('friendliness""', 0.7890285849571228), ('wellness""', 0.7824656367301941), ('unhappiness""', 0.7823615670204163), ('sweetness""', 0.7778542637825012), ('plenteousness""', 0.7762397527694702), ('fitness""', 0.7758445739746094)]",829,0.722864687
"""laugh:happiness""::""dribbling:basketball""","basketball""","[('""happiness', 0.8442621827125549), ('dirtied""', 0.8408370614051819), ('sweetness""', 0.8386346697807312), ('unhappiness""', 0.8377153277397156), ('nicely""', 0.8366484642028809), ('hindering""', 0.8359550833702087), ('hyperventilating""', 0.8344058394432068), ('shoving""', 0.8338505029678345), ('bliss""', 0.8323612809181213), ('pleasure""', 0.8316754102706909)]",830,0.789300978
"""laugh:happiness""::""flirtation:tryst""","tryst""","[('""happiness', 0.8523155450820923), ('sweetness""', 0.8451988697052002), ('satiation""', 0.8396024703979492), ('""sweetness', 0.838675856590271), ('friendliness""', 0.8385737538337708), ('""attraction', 0.836116373538971), ('""flirt', 0.8357220888137817), ('pleasure""', 0.834023118019104), ('irritation""', 0.8338433504104614), ('""affection', 0.8336480855941772)]",832,0.780330241
"""crown:royalty""::""weapon:spear""","spear""","[('weapon""', 0.9297919273376465), ('weapons""', 0.9152947068214417), ('nicely""', 0.8961395621299744), ('flavor""', 0.8924509286880493), ('mean""', 0.891554594039917), ('solid""', 0.8899561762809753), ('tough""', 0.8896297216415405), ('quick""', 0.8888733386993408), ('excellent""', 0.8881798386573792), ('appease""', 0.8866872787475586)]",833,0.853007078
"""laugh:happiness""::""bouquet:garden""","garden""","[('flowers""', 0.837970495223999), ('""flowers', 0.8252191543579102), ('""happiness', 0.817101776599884), ('""flower', 0.813656747341156), ('flower""', 0.8124797344207764), ('blooming""', 0.80497807264328), ('heaven""', 0.7959166765213013), ('sweetness""', 0.7939585447311401), ('""florist', 0.7924303412437439), ('splurge""', 0.7896330952644348)]",834,0.735281527
"""laugh:happiness""::""pizza:cheesy""","cheesy""","[('""happiness', 0.8541314601898193), ('food""', 0.8499574065208435), ('happy""', 0.840092122554779), ('hungry""', 0.8385785222053528), ('delicious""', 0.8374158143997192), ('sweet""', 0.8349908590316772), ('honestly""', 0.8322045803070068), ('love""', 0.832160234451294), ('life""', 0.8320748209953308), ('""princess', 0.8310414552688599)]",834,0.78851372
"""laugh:happiness""::""soldier:troop""","troop""","[('soldier""', 0.9202682971954346), ('soldiers""', 0.9061304330825806), ('""soldiers', 0.9023533463478088), ('army""', 0.8798526525497437), ('""happiness', 0.8755560517311096), ('love""', 0.8740165829658508), ('happy""', 0.8737320303916931), ('freedom""', 0.8718271255493164), ('sweet""', 0.8713899254798889), ('beautiful""', 0.8692066669464111)]",835,0.825268328
"""laugh:happiness""::""heal:injured""","injured""","[('heal""', 0.9141446948051453), ('healing""', 0.887089729309082), ('""happiness', 0.8740417957305908), ('heaven""', 0.8551939725875854), ('wellness""', 0.8521581888198853), ('medicine""', 0.8519259691238403), ('""medicine', 0.8499453067779541), ('unhappiness""', 0.8484965562820435), ('honestly""', 0.8479200601577759), ('ideal""', 0.8472952842712402)]",836,0.794136286
"""laugh:happiness""::""discipline:abuse""","abuse""","[('""happiness', 0.852550745010376), ('inspire""', 0.8324779868125916), ('""inspire', 0.8227576613426208), ('wellness""', 0.8223689794540405), ('pleasure""', 0.8218490481376648), ('unhappiness""', 0.8208444118499756), ('plenteousness""', 0.8193139433860779), ('holiness""', 0.8193097710609436), ('splurge""', 0.8190490007400513), ('""impossible', 0.8174824714660645)]",837,0.77085793
"""laugh:happiness""::""moving:stillness""","stillness""","[('""happiness', 0.8938190937042236), ('movements""', 0.8924229145050049), ('""movement', 0.8896722197532654), ('move""', 0.8862579464912415), ('movement""', 0.8847483992576599), ('motionlessly""', 0.8812084197998047), ('loving""', 0.8810787796974182), ('beautiful""', 0.8779271245002747), ('nicely""', 0.8756089210510254), ('waning""', 0.875097393989563)]",839,0.833707809
"""laugh:happiness""::""hall:music""","music""","[('""happiness', 0.8645720481872559), ('happy""', 0.8481396436691284), ('home""', 0.8471313714981079), ('heaven""', 0.8431586027145386), ('halved""', 0.8430841565132141), ('hope""', 0.8418502807617188), ('""home', 0.840567946434021), ('""hard', 0.8404161334037781), ('life""', 0.8400868773460388), ('""happy', 0.8397173285484314)]",839,0.799318254
"""laugh:happiness""::""impermeable:penetrated""","penetrated""","[('puff""', 0.8186838030815125), ('inexorable""', 0.8178083896636963), ('detestable""', 0.8175322413444519), ('cruel""', 0.8059006929397583), ('""happiness', 0.8054785132408142), ('ideas""', 0.8021056056022644), ('confidant""', 0.8016237616539001), ('maps""', 0.8014706373214722), ('happy""', 0.8010442852973938), ('curable""', 0.800626814365387)]",841,0.736630857
"""laugh:happiness""::""port:starboard""","starboard""","[('""happiness', 0.8752443790435791), ('happy""', 0.8681346774101257), ('hope""', 0.8638302683830261), ('beautiful""', 0.8633112907409668), ('good""', 0.8624777793884277), ('love""', 0.8607731461524963), ('sweet""', 0.8605564832687378), ('best""', 0.8600557446479797), ('loving""', 0.8595684170722961), ('""happy', 0.8591542840003967)]",842,0.823051274
"""laugh:happiness""::""farm:growing""","growing""","[('farm""', 0.9050008654594421), ('farming""', 0.8924564123153687), ('""farming', 0.8919858336448669), ('""happiness', 0.8746856451034546), ('""farmer', 0.868889570236206), ('happy""', 0.8605859279632568), ('heaven""', 0.8575279712677002), ('home""', 0.8573414087295532), ('sweet""', 0.8540803790092468), ('harvest""', 0.8535279035568237)]",843,0.807043612
"""laugh:happiness""::""adult:job""","job""","[('""happiness', 0.9020042419433594), ('adult""', 0.9015495181083679), ('happy""', 0.8905157446861267), ('life""', 0.8873637318611145), ('""happy', 0.8833112120628357), ('""life', 0.8812075257301331), ('understood""', 0.8794803619384766), ('agree""', 0.878444254398346), ('""agree', 0.8776134848594666), ('honestly""', 0.877545177936554)]",843,0.838699281
"""laugh:happiness""::""mighty:insignificant""","insignificant""","[('""happiness', 0.9005867838859558), ('nicely""', 0.8932309746742249), ('beautiful""', 0.8881813883781433), ('""sweetness', 0.8867635726928711), ('happy""', 0.8858738541603088), ('sweetness""', 0.8823930025100708), ('""beautiful', 0.8810704946517944), ('sweet""', 0.8809764981269836), ('excellent""', 0.8809254765510559), ('""perfect', 0.8807172775268555)]",844,0.838081479
"""laugh:happiness""::""wagon:trailer""","trailer""","[('""happiness', 0.7950551509857178), ('sweetness""', 0.7816590070724487), ('""sweetness', 0.77696293592453), ('weapon""', 0.7757059335708618), ('happy""', 0.7720136642456055), ('baby""', 0.7719927430152893), ('unhappiness""', 0.7711530923843384), ('sweet""', 0.7701828479766846), ('""weapon', 0.7693343162536621), ('honestly""', 0.769060492515564)]",846,0.721652806
"""laugh:happiness""::""whole:broken""","broken""","[('""happiness', 0.9006327390670776), ('happy""', 0.8969864845275879), ('honestly""', 0.8948485851287842), ('hope""', 0.8921224474906921), ('life""', 0.8917865753173828), ('agree""', 0.8906506299972534), ('understood""', 0.8904317021369934), ('love""', 0.8890002369880676), ('dream""', 0.8884912133216858), ('loving""', 0.8878821730613708)]",846,0.844225407
"""laugh:happiness""::""masochist:suffering""","suffering""","[('""happiness', 0.9156193137168884), ('hyperventilating""', 0.9072328209877014), ('nicely""', 0.9060914516448975), ('understood""', 0.9057556986808777), ('excellent""', 0.9046941995620728), ('holy""', 0.9033523201942444), ('cruelly""', 0.9029993414878845), ('beautiful""', 0.9023914933204651), ('sigh""', 0.9022427797317505), ('happy""', 0.901948094367981)]",846,0.856572211
"""crown:royalty""::""hope:fear""","fear""","[('hope""', 0.9386481046676636), ('nicely""', 0.9093381762504578), ('excellent""', 0.9086923003196716), ('liked""', 0.9061582684516907), ('beautiful""', 0.9057641625404358), ('hyperventilate""', 0.9056476354598999), ('solid""', 0.9054352641105652), ('""nice', 0.9046379327774048), ('""beautiful', 0.9045189023017883), ('good""', 0.9041521549224854)]",847,0.865024507
"""laugh:happiness""::""exercise:obesity""","obesity""","[('exercise""', 0.9157384037971497), ('fitness""', 0.902794599533081), ('wellness""', 0.8957521319389343), ('exercising""', 0.8954838514328003), ('""happiness', 0.8939871788024902), ('""workout', 0.8883224725723267), ('healthy""', 0.8781939148902893), ('""healthy', 0.8745298981666565), ('happy""', 0.873006284236908), ('stress""', 0.8709576725959778)]",850,0.822214365
"""crown:royalty""::""arrogance:confident""","confident""","[('arrogance""', 0.929918646812439), ('""arrogant', 0.8754368424415588), ('appease""', 0.8718624114990234), ('magnanimous""', 0.8697089552879333), ('""magnanimous', 0.8588770031929016), ('belligerence""', 0.8576807379722595), ('nicely""', 0.8549789786338806), ('acknowledgment""', 0.8544613718986511), ('acknowledgement""', 0.8525571823120117), ('hindering""', 0.8516602516174316)]",851,0.804729879
"""laugh:happiness""::""obey:protest""","protest""","[('""happiness', 0.8194267153739929), ('unhappiness""', 0.8131213784217834), ('baby""', 0.8088321685791016), ('bliss""', 0.808436393737793), ('love""', 0.8043193221092224), ('agree""', 0.8041786551475525), ('""deepen', 0.8036549091339111), ('life""', 0.8036322593688965), ('happy""', 0.8035523295402527), ('nicely""', 0.8026925325393677)]",853,0.759615541
"""laugh:happiness""::""birth:pregnant""","pregnant""","[('birth""', 0.9027149677276611), ('""happiness', 0.8858315944671631), ('happy""', 0.8684400320053101), ('life""', 0.8641408681869507), ('baby""', 0.8636614680290222), ('bliss""', 0.8617550134658813), ('""happy', 0.859525203704834), ('""bliss', 0.8583632707595825), ('""baby', 0.8571161031723022), ('""life', 0.8570868372917175)]",853,0.814988852
"""crown:royalty""::""young:underdeveloped""","underdeveloped""","[('young""', 0.9367215633392334), ('""youth', 0.9055867195129395), ('youth""', 0.901536226272583), ('nicely""', 0.9014637470245361), ('solid""', 0.899084746837616), ('magnanimous""', 0.8974471688270569), ('loving""', 0.8964146375656128), ('sigh""', 0.8963369131088257), ('beautiful""', 0.8962720632553101), ('""perplexing', 0.8959722518920898)]",854,0.857554197
"""laugh:happiness""::""talk:speech""","speech""","[('talk""', 0.9163209795951843), ('""happiness', 0.9067130088806152), ('talking""', 0.9006521105766296), ('happy""', 0.8994479775428772), ('words""', 0.8938910961151123), ('sweet""', 0.8932594060897827), ('beautiful""', 0.8923029899597168), ('love""', 0.8919054269790649), ('life""', 0.8907759189605713), ('""happy', 0.8904107809066772)]",859,0.850435913
"""laugh:happiness""::""childish:mature""","mature""","[('honestly""', 0.8783410787582397), ('""happiness', 0.8752862811088562), ('hyperventilating""', 0.8703269958496094), ('violation""', 0.8684743642807007), ('defiantly""', 0.8683688640594482), ('sigh""', 0.8678538203239441), ('weak""', 0.8676796555519104), ('happy""', 0.8667923212051392), ('life""', 0.8657678961753845), ('detest""', 0.8648715615272522)]",861,0.812988222
"""laugh:happiness""::""hero:cower""","cower""","[('hero""', 0.9031115174293518), ('""happiness', 0.8962043523788452), ('hope""', 0.8847213387489319), ('heaven""', 0.8842619061470032), ('happy""', 0.884167492389679), ('love""', 0.8796831965446472), ('""heaven', 0.8796374201774597), ('best""', 0.8778329491615295), ('""happy', 0.8772609233856201), ('beautiful""', 0.8768651485443115)]",864,0.831691027
"""laugh:happiness""::""fall:slowly""","slowly""","[('fall""', 0.9147460460662842), ('""autumn', 0.8843114972114563), ('""happiness', 0.8782895803451538), ('""season', 0.8543075919151306), ('life""', 0.8536102175712585), ('""halloween', 0.8530495762825012), ('happy""', 0.8524825572967529), ('beautiful""', 0.8512242436408997), ('season""', 0.8506655097007751), ('halloween""', 0.8489828109741211)]",866,0.802445352
"""laugh:happiness""::""adulthood:mortgage""","mortgage""","[('adulthood""', 0.9049457311630249), ('""childhood', 0.8362728357315063), ('life""', 0.8300183415412903), ('""parenthood', 0.8297575116157532), ('""happiness', 0.8286539912223816), ('childhood""', 0.827610433101654), ('parenthood""', 0.8190380930900574), ('""college', 0.8166373372077942), ('honestly""', 0.8159295916557312), ('agree""', 0.8107280135154724)]",868,0.743904889
"""laugh:happiness""::""bushes:trap""","trap""","[('bush""', 0.8325999975204468), ('""happiness', 0.8269357681274414), ('""bush', 0.825432300567627), ('bliss""', 0.8209779262542725), ('""shrubs', 0.820108950138092), ('""bliss', 0.8119469881057739), ('plenteousness""', 0.8099689483642578), ('unhappiness""', 0.8084126710891724), ('fullness""', 0.806968092918396), ('nicely""', 0.8067731261253357)]",869,0.753881216
"""crown:royalty""::""instant:nanosecond""","nanosecond""","[('excellent""', 0.912151575088501), ('nicely""', 0.9111353158950806), ('inert""', 0.9096770286560059), ('""intransigent', 0.9094314575195312), ('hyperventilate""', 0.9072211980819702), ('solid""', 0.9044411778450012), ('quick""', 0.9034952521324158), ('""excellent', 0.9028894305229187), ('instruct""', 0.9026849865913391), ('""interesting', 0.9026274085044861)]",869,0.859833062
"""crown:royalty""::""quarter:pennies""","pennies""","[('quick""', 0.8909767270088196), ('solid""', 0.8855522274971008), ('tough""', 0.8833345174789429), ('""solid', 0.8827665448188782), ('""out', 0.8817092776298523), ('excellent""', 0.8816157579421997), ('quickly""', 0.8814453482627869), ('""tough', 0.8810839653015137), ('""classic', 0.8803626298904419), ('hyperventilate""', 0.8802502751350403)]",873,0.843742847
"""laugh:happiness""::""film:drama""","drama""","[('""happiness', 0.8888123631477356), ('film""', 0.8834249973297119), ('happy""', 0.87412029504776), ('life""', 0.8733909130096436), ('liked""', 0.869497537612915), ('dream""', 0.8678634762763977), ('love""', 0.8663230538368225), ('""happy', 0.8662199378013611), ('enjoy""', 0.8649032115936279), ('""movie', 0.8645685315132141)]",874,0.821175039
"""laugh:happiness""::""dogwood:elm""","elm""","[('""happiness', 0.7894340753555298), ('unhappiness""', 0.7744110226631165), ('""sweetness', 0.7737571597099304), ('understood""', 0.7729265689849854), ('nicely""', 0.7719793915748596), ('""deepen', 0.7712674140930176), ('beautiful""', 0.7709466814994812), ('sweetness""', 0.7702311277389526), ('contentedness""', 0.7701876163482666), ('halved""', 0.7698718905448914)]",877,0.726453364
"""laugh:happiness""::""excited:bored""","bored""","[('excited""', 0.9348236322402954), ('""happiness', 0.9205014109611511), ('""excitement', 0.916454017162323), ('happy""', 0.911763608455658), ('""eagerness', 0.9077730774879456), ('hyperventilating""', 0.9073086977005005), ('enjoy""', 0.9054266214370728), ('hope""', 0.9045971035957336), ('experience""', 0.9028831124305725), ('excellent""', 0.9026592969894409)]",879,0.849662185
"""laugh:happiness""::""fire:arsonist""","arsonist""","[('fire""', 0.9269959926605225), ('""happiness', 0.9092301726341248), ('flame""', 0.9046231508255005), ('""flame', 0.9002845287322998), ('happy""', 0.8966490030288696), ('heat""', 0.8966134786605835), ('beautiful""', 0.894042432308197), ('best""', 0.8939646482467651), ('loving""', 0.8939582109451294), ('good""', 0.8923986554145813)]",879,0.848581553
"""crown:royalty""::""break:repair""","repair""","[('break""', 0.929905354976654), ('enjoy""', 0.912157416343689), ('quick""', 0.9085938930511475), ('liked""', 0.9085849523544312), ('best""', 0.9084972739219666), ('good""', 0.9084779024124146), ('solid""', 0.9078534841537476), ('""sweet', 0.9069896936416626), ('excellent""', 0.906854510307312), ('sweet""', 0.9066516160964966)]",879,0.869956255
"""laugh:happiness""::""ding:bumper""","bumper""","[('""happiness', 0.90928053855896), ('happy""', 0.902129054069519), ('nicely""', 0.9000471234321594), ('word""', 0.8985180854797363), ('best""', 0.8981289267539978), ('holy""', 0.8980658650398254), ('loving""', 0.8979060649871826), ('enjoy""', 0.8977884650230408), ('understood""', 0.8976625800132751), ('excellent""', 0.89695143699646)]",880,0.855090022
"""laugh:happiness""::""office:desk""","desk""","[('office""', 0.9247058629989624), ('""happiness', 0.8892586827278137), ('happy""', 0.8826280832290649), ('""working', 0.8822272419929504), ('home""', 0.88187575340271), ('work""', 0.8804103136062622), ('""work', 0.879970133304596), ('working""', 0.8789663314819336), ('wellness""', 0.8748574256896973), ('loving""', 0.8734130263328552)]",880,0.827469587
"""laugh:happiness""::""performance:applause""","applause""","[('""happiness', 0.8990392088890076), ('performance""', 0.8936468362808228), ('experience""', 0.8839942216873169), ('""experience', 0.8762609958648682), ('happy""', 0.8753647208213806), ('contentedness""', 0.8736264109611511), ('""perform', 0.872694194316864), ('excellent""', 0.8713163733482361), ('""perfect', 0.8697513341903687), ('beautiful""', 0.869201123714447)]",882,0.828123808
"""laugh:happiness""::""empathetic:killer""","killer""","[('empathetic""', 0.9246351718902588), ('unhappiness""', 0.8779767751693726), ('""happiness', 0.8740207552909851), ('""emptiness', 0.8705503940582275), ('emptiness""', 0.8653157353401184), ('elaborateness""', 0.8636553287506104), ('compassionate""', 0.8598886132240295), ('contentedness""', 0.8576148152351379), ('friendliness""', 0.8568829298019409), ('emotional""', 0.855508029460907)]",884,0.800469577
"""crown:royalty""::""determined:certainty""","certainty""","[('defiant""', 0.8733042478561401), ('dismayed""', 0.8557705283164978), ('doubted""', 0.852961003780365), ('dirtied""', 0.8509735465049744), ('tough""', 0.8506845831871033), ('""destroyed', 0.8503965139389038), ('magnanimous""', 0.8499665260314941), ('nicely""', 0.8497403264045715), ('""dismayed', 0.8494101166725159), ('solemnly""', 0.8490166664123535)]",884,0.805012584
"""laugh:happiness""::""bush:roots""","roots""","[('bush""', 0.9067965745925903), ('""happiness', 0.8833625316619873), ('bliss""', 0.8722774386405945), ('happy""', 0.8713540434837341), ('nicely""', 0.8711675405502319), ('beautiful""', 0.8680510520935059), ('""bliss', 0.8665034174919128), ('love""', 0.8644301295280457), ('excellent""', 0.8643678426742554), ('good""', 0.8643238544464111)]",885,0.824570775
"""laugh:happiness""::""butterfly:cocoon""","cocoon""","[('butterfly""', 0.9062773585319519), ('""happiness', 0.830251157283783), ('sweetness""', 0.8151073455810547), ('beautiful""', 0.8140373826026917), ('happy""', 0.8117299675941467), ('""sweetness', 0.8098481893539429), ('beauty""', 0.8092522621154785), ('sweet""', 0.8078005909919739), ('unhappiness""', 0.8067841529846191), ('honey""', 0.806189239025116)]",887,0.755358219
"""laugh:happiness""::""pace:running""","running""","[('""happiness', 0.8848163485527039), ('placid""', 0.8799495697021484), ('puff""', 0.8789809942245483), ('happy""', 0.8763096928596497), ('inert""', 0.8761342763900757), ('nicely""', 0.8753423690795898), ('splurge""', 0.8746564984321594), ('cruel""', 0.8745344281196594), ('easy""', 0.873726487159729), ('hope""', 0.8734747767448425)]",891,0.827288568
"""laugh:happiness""::""peeling:cooking""","cooking""","[('healing""', 0.826665461063385), ('""happiness', 0.8229604363441467), ('pleasure""', 0.8173145055770874), ('""perplexing', 0.8164047002792358), ('fullness""', 0.8155919313430786), ('delicious""', 0.8148436546325684), ('nicely""', 0.8136739730834961), ('waning""', 0.8121932744979858), ('sweetness""', 0.8112942576408386), ('""sweetness', 0.809619665145874)]",892,0.760586619
"""laugh:happiness""::""coarse:scrape""","scrape""","[('nicely""', 0.9010098576545715), ('""happiness', 0.8981136083602905), ('contentedness""', 0.8933349251747131), ('agree""', 0.8916805982589722), ('sweetness""', 0.8916327357292175), ('splurge""', 0.8896174430847168), ('""sweetness', 0.8895850777626038), ('excellent""', 0.8892062902450562), ('appease""', 0.888800323009491), ('""eagerness', 0.88859623670578)]",892,0.841819048
"""laugh:happiness""::""sleep:tiredness""","tiredness""","[('sleep""', 0.9293293952941895), ('sleeping""', 0.9112505912780762), ('""happiness', 0.9062356948852539), ('sleeplessness""', 0.9008679986000061), ('""sleepy', 0.8976724147796631), ('happy""', 0.8907449841499329), ('morning""', 0.890092670917511), ('dream""', 0.8884181976318359), ('stress""', 0.885475218296051), ('tired""', 0.8853416442871094)]",894,0.832342088
"""laugh:happiness""::""handle:turn""","turn""","[('""happiness', 0.8771911859512329), ('""hard', 0.8654088377952576), ('hope""', 0.8633245229721069), ('happy""', 0.8617793917655945), ('heaven""', 0.8556097149848938), ('""happy', 0.8536587357521057), ('pleasure""', 0.8519003391265869), ('beautiful""', 0.8516969680786133), ('hostile""', 0.8512263894081116), ('halved""', 0.8509750366210938)]",895,0.810530663
"""laugh:happiness""::""milk:carton""","carton""","[('milk""', 0.9185264110565186), ('""happiness', 0.8747063875198364), ('""dairy', 0.8679324984550476), ('delicious""', 0.8675528764724731), ('sweetness""', 0.8625561594963074), ('happy""', 0.8618688583374023), ('sweet""', 0.8617396950721741), ('""sweetness', 0.8610566854476929), ('fullness""', 0.859231173992157), ('tasty""', 0.8586041331291199)]",895,0.81515789
"""laugh:happiness""::""heart:beat""","beat""","[('""happiness', 0.9057058095932007), ('love""', 0.8987718224525452), ('""love', 0.890730619430542), ('happy""', 0.8903957009315491), ('sweet""', 0.8876688480377197), ('loving""', 0.8872143030166626), ('beautiful""', 0.881517231464386), ('life""', 0.8805572986602783), ('sweetness""', 0.8797821998596191), ('heaven""', 0.879680335521698)]",896,0.828749597
"""laugh:happiness""::""farm:tractor""","tractor""","[('farm""', 0.9050008654594421), ('farming""', 0.8924564123153687), ('""farming', 0.8919858336448669), ('""happiness', 0.8746856451034546), ('""farmer', 0.868889570236206), ('happy""', 0.8605859279632568), ('heaven""', 0.8575279712677002), ('home""', 0.8573414087295532), ('sweet""', 0.8540803790092468), ('harvest""', 0.8535279035568237)]",898,0.806107104
